,Pyruvate,,,,Lactate,,,,Alanine,,,,Glycine,,,,Valine,,,,Leucine,,,,Isoleucine,,,,Succinate 1,,,,Succinate 2,,,,Succinate 3,,,,Succinate 4,,,,Proline,,,,Fumarate 1,,,,Fumarate 2,,,,Fumarate 3,,,,Methionine,,,,Serine,,,,a-kg,,,,Threonine,,,,Phenylalanine,,,,Malate 1,,,,Malate 2,,,,Aspartate,,,,Glutamate,,,,Lysine,,,,Histidine,,,,Histidine,,,,Citrate 1,,,,Citrate 2,,,,Citrate 3,,,,Tyrosine,,,,
HB12_10,31709.0,765769.0,0.041408048641300446,,108741.0,283686.0,0.3833146507053573,,32903.0,329629.0,0.09981828055177185,,27031.0,314710.0,0.08589177337866608,,7826.0,269079.0,0.029084395289115834,,45228.0,312983.0,0.14450625113824073,,13883.0,285884.0,0.04856165437729988,,33414.0,8058.0,4.1466865227103495,,6499.0,22116.0,0.29385964912280704,,685663.0,163595.0,4.191222225618143,,72478.0,0.0,Infinity,,935.0,201296.0,0.004644901041252683,,236357.0,72394.0,3.264870016852225,,1039751.0,252774.0,4.113362133763757,,117816.0,0.0,Infinity,,15703.0,325152.0,0.04829433618738313,,35922.0,533065.0,0.06738765441362686,,20398.0,366766.0,0.055615842253644014,,12438.0,335511.0,0.03707180986614448,,11268.0,350727.0,0.03212755219871866,,346693.0,127303.0,2.723368655883993,,126145.0,447054.0,0.28216949182872764,,82433.0,329900.0,0.2498726886935435,,468293.0,627281.0,0.7465442122429979,,4329.0,72205.0,0.05995429679385084,,6116.0,309692.0,0.019748653500897665,,6116.0,309692.0,0.019748653500897665,,43206.0,17876.0,2.4169836652494965,,21947.0,389548.0,0.05633965519011778,,147990.0,0.0,Infinity,,7163.0,300331.0,0.02385035177853768,,
HB12_5,64319.0,1419139.0,0.04532255120886679,,183085.0,543792.0,0.33668204019183806,,83883.0,706891.0,0.11866468804950127,,830910.0,679235.0,1.223302686110109,,20589.0,540980.0,0.03805870827017634,,116251.0,637610.0,0.18232305014036793,,36855.0,582571.0,0.06326267527906469,,77436.0,18820.0,4.114558979808714,,14334.0,45735.0,0.3134142341751394,,1346593.0,322041.0,4.181433419968265,,142721.0,0.0,Infinity,,2344.0,400286.0,0.005855813093638049,,440903.0,142772.0,3.088161544280391,,2180666.0,535593.0,4.071498320553107,,249803.0,0.0,Infinity,,40549.0,694440.0,0.05839093370197569,,96164.0,1114190.0,0.08630843931465908,,45016.0,830483.0,0.054204601418692495,,33610.0,681628.0,0.04930842042873826,,32330.0,730391.0,0.04426396272681345,,662901.0,245402.0,2.7012860530884018,,267251.0,906872.0,0.2946953925140483,,158631.0,707332.0,0.22426668099280112,,1060103.0,1350205.0,0.785142256175914,,14836.0,184933.0,0.0802236485646153,,23071.0,901283.0,0.025597953140134674,,23071.0,901283.0,0.025597953140134674,,108398.0,44589.0,2.431048016326897,,51056.0,881521.0,0.0579180756896319,,335954.0,0.0,Infinity,,19541.0,620794.0,0.031477430516403185,,
HB2_0,24249.0,534026.0,0.045407901487942534,,98690.0,205852.0,0.4794221090880827,,46940.0,225097.0,0.20853232162134547,,48566.0,223402.0,0.2173928612993617,,19337.0,192808.0,0.10029148168125804,,77889.0,219959.0,0.35410690174077897,,28388.0,199522.0,0.14228004931786972,,17055.0,4215.0,4.0462633451957295,,3729.0,15463.0,0.24115630860764406,,489846.0,116240.0,4.214091534755678,,51380.0,0.0,Infinity,,1182.0,140081.0,0.008437975171507914,,64382.0,27166.0,2.3699477287786204,,826379.0,201376.0,4.103661806769426,,93462.0,0.0,Infinity,,22771.0,221283.0,0.10290442555460655,,71204.0,386087.0,0.1844247540062214,,8167.0,256590.0,0.03182898787949647,,29004.0,249346.0,0.11632029388881314,,22113.0,250591.0,0.08824339261984668,,40048.0,16571.0,2.416752157383381,,67517.0,330185.0,0.20448233566031165,,25487.0,264365.0,0.09640837478486183,,97804.0,442032.0,0.2212599992760705,,5903.0,30392.0,0.19422874440642274,,10561.0,119502.0,0.08837508995665344,,10561.0,119502.0,0.08837508995665344,,51025.0,21216.0,2.4050245098039214,,21944.0,366656.0,0.059849013789492055,,139465.0,0.0,Infinity,,13924.0,193683.0,0.07189066670797127,,
HB2_10,36183.0,1181995.0,0.030611804618462853,,162337.0,477284.0,0.34012663319952063,,42812.0,626224.0,0.06836531337029561,,97481.0,589284.0,0.1654227842602209,,14433.0,476563.0,0.030285607569198614,,75095.0,565172.0,0.13287105518320086,,23449.0,514567.0,0.04557035332619465,,74193.0,17735.0,4.183422610656893,,13135.0,37166.0,0.3534144110208255,,1183798.0,284298.0,4.163933618949131,,126035.0,0.0,Infinity,,1856.0,385783.0,0.004810994782040681,,324367.0,108715.0,2.983645311134618,,2028294.0,496542.0,4.084838744758751,,231643.0,0.0,Infinity,,26225.0,602509.0,0.04352632076865242,,55565.0,977013.0,0.05687232411441813,,36356.0,743665.0,0.04888760396146114,,17869.0,562499.0,0.03176716758607571,,15525.0,629825.0,0.024649704282935735,,450373.0,167810.0,2.683826947142602,,178750.0,761913.0,0.23460683831356074,,109300.0,621127.0,0.17597045370753486,,842651.0,1148550.0,0.7336650559400983,,7751.0,159438.0,0.04861450846096915,,14287.0,818422.0,0.01745676435872936,,14287.0,818422.0,0.01745676435872936,,112651.0,45329.0,2.4851860839639084,,43323.0,707336.0,0.0612481197054865,,268139.0,0.0,Infinity,,11037.0,528535.0,0.020882249992904917,,
HB2_5,19963.0,616212.0,0.032396318150246996,,140617.0,250862.0,0.5605352743739586,,28317.0,288096.0,0.09829015328223925,,24345.0,286332.0,0.08502367880642052,,10434.0,239344.0,0.043594157363460125,,52979.0,277077.0,0.1912067764556423,,18536.0,253135.0,0.07322574910620815,,33757.0,8179.0,4.127277173248563,,6362.0,19421.0,0.327583543586839,,622007.0,148284.0,4.194700709449435,,65928.0,0.0,Infinity,,792.0,190054.0,0.004167236680101445,,181361.0,59412.0,3.0525988015889047,,1030568.0,250549.0,4.11323932643914,,117252.0,0.0,Infinity,,17313.0,294046.0,0.058878542813029254,,38609.0,484032.0,0.07976538741240248,,12451.0,366518.0,0.03397104644246667,,13387.0,279687.0,0.04786421964553233,,13476.0,324821.0,0.041487465404022525,,223936.0,83225.0,2.6907299489336136,,96585.0,406957.0,0.23733465697850142,,67404.0,314655.0,0.21421556943318873,,300019.0,569393.0,0.5269102359881488,,5240.0,66833.0,0.07840438106923227,,7782.0,313343.0,0.02483540401413148,,7782.0,313343.0,0.02483540401413148,,35863.0,14915.0,2.4044921220248074,,19198.0,391436.0,0.04904505461940138,,148056.0,0.0,Infinity,,8832.0,271979.0,0.03247309534927329,,
HB13_0,17705.0,418400.0,0.042315965583174,,78448.0,155140.0,0.505659404408921,,19287.0,178977.0,0.10776244992373321,,48941.0,172728.0,0.28334143856236393,,5416.0,149874.0,0.03613702176494923,,25068.0,175947.0,0.14247472250166243,,6491.0,154562.0,0.04199609218307217,,21877.0,5470.0,3.99945155393053,,4051.0,12090.0,0.335070306038048,,363920.0,86794.0,4.192916561052607,,38440.0,0.0,Infinity,,1081.0,107260.0,0.010078314376281932,,51857.0,21567.0,2.404460518384569,,568416.0,138736.0,4.097105293507092,,65178.0,0.0,Infinity,,8834.0,175854.0,0.050234853912905025,,26858.0,307723.0,0.0872797938405644,,4933.0,181704.0,0.027148549288953463,,7772.0,185021.0,0.04200604255733133,,6964.0,198055.0,0.03516194996339401,,33954.0,15917.0,2.133190927938682,,52120.0,242654.0,0.21479143142087087,,9976.0,216704.0,0.04603514471352629,,41797.0,358932.0,0.11644824089242531,,105060.0,0.0,Infinity,,6688.0,140219.0,0.04769681712178806,,6688.0,140219.0,0.04769681712178806,,50583.0,21302.0,2.374565768472444,,18500.0,240965.0,0.07677463532048223,,91233.0,0.0,Infinity,,4624.0,164830.0,0.028053145665230844,,
HB13_10,27636.0,806771.0,0.034255073620643284,,104473.0,299223.0,0.3491476256838545,,24882.0,389989.0,0.06380179953793569,,340829.0,377356.0,0.9032028111385535,,5386.0,299922.0,0.017958002413960963,,27231.0,354662.0,0.0767801456034196,,7399.0,326190.0,0.022683098807443514,,71716.0,17484.0,4.101807366735301,,11928.0,24039.0,0.49619368526145013,,715327.0,170749.0,4.189348107455974,,75424.0,0.0,Infinity,,1262.0,221168.0,0.00570606959415467,,268354.0,83660.0,3.207673918240497,,1224638.0,298671.0,4.1002909555999745,,139376.0,0.0,Infinity,,16486.0,360717.0,0.04570341846932637,,25995.0,591082.0,0.043978669626210914,,27239.0,427233.0,0.06375677908775773,,7295.0,339764.0,0.021470785604125218,,5913.0,386364.0,0.015304220890145045,,340366.0,126349.0,2.6938559070511046,,122392.0,469621.0,0.2606186690969952,,107607.0,373419.0,0.288166911699726,,495988.0,698241.0,0.7103392668147531,,20432.0,0.0,Infinity,,5768.0,472559.0,0.012205883286531417,,5768.0,472559.0,0.012205883286531417,,69203.0,27920.0,2.478617478510029,,27260.0,462950.0,0.05888324873096447,,176509.0,0.0,Infinity,,3861.0,324377.0,0.01190281678417397,,
HB13_5,16474.0,380660.0,0.04327746545473651,,39442.0,141720.0,0.2783093423652272,,11216.0,157944.0,0.07101251076330851,,98623.0,156777.0,0.6290654879223355,,2204.0,131436.0,0.016768617425971577,,13829.0,149746.0,0.09234971217929026,,3633.0,137975.0,0.026330857039318718,,39732.0,9667.0,4.110065170166546,,6017.0,12229.0,0.4920271485812413,,338771.0,80720.0,4.196865708622399,,35638.0,0.0,Infinity,,441.0,86059.0,0.005124391405895955,,100597.0,32973.0,3.0508901222212113,,469231.0,113581.0,4.1312455428284665,,53822.0,0.0,Infinity,,6112.0,158645.0,0.03852626934350279,,11606.0,272050.0,0.04266127550082705,,11248.0,160086.0,0.07026223404919855,,3579.0,169846.0,0.021072029956548874,,3069.0,175351.0,0.01750203876795684,,147437.0,55488.0,2.6570970299884658,,60599.0,219820.0,0.2756755527249568,,55585.0,167945.0,0.3309714489862753,,201882.0,306164.0,0.6593916985667811,,14608.0,0.0,Infinity,,1934.0,138820.0,0.013931710128223598,,1934.0,138820.0,0.013931710128223598,,62610.0,24420.0,2.563882063882064,,18108.0,198104.0,0.09140653394176795,,74837.0,0.0,Infinity,,1906.0,143848.0,0.013250097324954118,,
HB3_0,21679.0,461762.0,0.046948427978049295,,63575.0,165000.0,0.3853030303030303,,22232.0,197714.0,0.112445249198337,,39563.0,174328.0,0.22694575742278922,,5603.0,167299.0,0.03349093539112607,,23677.0,194016.0,0.12203632690087415,,7347.0,176838.0,0.041546500186611476,,20986.0,5279.0,3.9753741238870997,,3982.0,13102.0,0.3039230651808884,,399904.0,95513.0,4.186906494403903,,42201.0,0.0,Infinity,,642.0,124958.0,0.0051377262760287454,,67508.0,25330.0,2.6651401500197394,,645994.0,157833.0,4.092895655534647,,74572.0,0.0,Infinity,,9125.0,196886.0,0.04634661682394888,,21939.0,328241.0,0.0668380854311314,,5667.0,207429.0,0.02732019148720767,,7381.0,183515.0,0.0402201454921941,,5915.0,219215.0,0.026982642611135185,,40115.0,17420.0,2.302812858783008,,53269.0,266782.0,0.1996723916905938,,9335.0,230607.0,0.04048012419397503,,42020.0,380983.0,0.11029363514907489,,157498.0,0.0,Infinity,,6096.0,123353.0,0.04941914667661103,,6096.0,123353.0,0.04941914667661103,,99734.0,41029.0,2.4308172268395527,,30534.0,295157.0,0.1034500282900287,,111865.0,0.0,Infinity,,4105.0,180936.0,0.02268758013883362,,
HB3_10,25706.0,870967.0,0.02951432143812567,,153827.0,329334.0,0.4670850868722938,,20772.0,429589.0,0.04835319340113457,,44485.0,415525.0,0.10705733710366404,,5254.0,328023.0,0.01601716952774653,,29310.0,388138.0,0.0755143789064714,,8181.0,354313.0,0.023089753974593084,,54136.0,13170.0,4.110554290053151,,9984.0,26929.0,0.37075272011586025,,812208.0,194004.0,4.186552854580318,,85846.0,0.0,Infinity,,727.0,208906.0,0.003480034082314534,,217790.0,74949.0,2.9058426396616364,,1377096.0,335968.0,4.098890370511477,,158133.0,0.0,Infinity,,14190.0,414470.0,0.034236494800588706,,21689.0,689358.0,0.03146260723745862,,13318.0,518985.0,0.025661627985394567,,5948.0,391913.0,0.015176837716534027,,6017.0,438207.0,0.013730953636066972,,229750.0,89314.0,2.5723850684103278,,109684.0,532060.0,0.20614968236665038,,81195.0,467688.0,0.17360932929645403,,315464.0,801520.0,0.3935821938317197,,31656.0,0.0,Infinity,,5059.0,544824.0,0.00928556744930473,,5059.0,544824.0,0.00928556744930473,,79281.0,32382.0,2.4483046136742637,,33109.0,538329.0,0.06150328145056276,,204492.0,0.0,Infinity,,3809.0,370303.0,0.010286171054514816,,
HB3_5,14892.0,564746.0,0.02636937667553201,,91172.0,208098.0,0.4381205009178368,,12131.0,233998.0,0.051842323438661866,,30872.0,223860.0,0.1379076208344501,,3180.0,191465.0,0.016608779672525005,,15745.0,218830.0,0.07195082941095828,,4796.0,201909.0,0.023753274990218367,,35595.0,8705.0,4.089029293509477,,6215.0,16504.0,0.37657537566650506,,494173.0,118491.0,4.170553037783461,,52349.0,0.0,Infinity,,364.0,112243.0,0.0032429639264809386,,153514.0,48893.0,3.1397950626879103,,793415.0,192007.0,4.132219137843933,,89389.0,0.0,Infinity,,7563.0,227014.0,0.033315125939369375,,12253.0,377197.0,0.03248435167830073,,42768.0,215702.0,0.19827354405615155,,4067.0,227095.0,0.017908804685263877,,3317.0,253573.0,0.013081045694928089,,263006.0,96062.0,2.737877620703296,,89182.0,330268.0,0.2700291884166798,,35880.0,207716.0,0.17273585087330778,,415368.0,439067.0,0.9460241830973405,,28638.0,0.0,Infinity,,1795.0,175439.0,0.010231476467604125,,1795.0,175439.0,0.010231476467604125,,49339.0,19757.0,2.497292099002885,,17948.0,293001.0,0.061255763632206035,,110553.0,0.0,Infinity,,2148.0,211486.0,0.010156700679950446,,
HB4_0,28681.0,560536.0,0.051167097206959056,,78817.0,221885.0,0.35521553958131463,,34408.0,280201.0,0.12279756317786161,,40224.0,264330.0,0.15217341958914993,,9738.0,225690.0,0.04314768044663033,,41877.0,263764.0,0.15876692801140413,,12451.0,239902.0,0.051900359313386296,,30482.0,7588.0,4.017132314180285,,5561.0,17368.0,0.32018654997696916,,535756.0,128312.0,4.175416173078122,,56721.0,0.0,Infinity,,1559.0,186197.0,0.008372852409007665,,77556.0,31274.0,2.479887446441133,,803145.0,196188.0,4.093751911431892,,92073.0,0.0,Infinity,,15026.0,274240.0,0.0547914235705951,,42836.0,473626.0,0.09044266995477444,,8581.0,281621.0,0.030470028868585793,,13731.0,273443.0,0.05021521852817589,,11199.0,300364.0,0.03728476115646349,,57090.0,25161.0,2.2689877190890666,,72909.0,359621.0,0.20273843852277815,,17266.0,325147.0,0.05310213534186076,,70771.0,552837.0,0.12801422480767388,,171926.0,0.0,Infinity,,14365.0,263127.0,0.05459340926624786,,14365.0,263127.0,0.05459340926624786,,118351.0,47687.0,2.48182942940424,,34732.0,362789.0,0.09573608902144222,,137188.0,0.0,Infinity,,7705.0,251152.0,0.030678632859782125,,
HB4_10,23238.0,582012.0,0.039927011814189395,,71602.0,223840.0,0.3198802716225876,,15856.0,260797.0,0.06079824537858948,,17506.0,255669.0,0.06847134380781401,,3299.0,211727.0,0.015581385463356114,,17822.0,244271.0,0.07295995021922373,,5304.0,224275.0,0.023649537398283356,,46351.0,11240.0,4.123754448398577,,7651.0,17947.0,0.42631080403410043,,539454.0,129124.0,4.177798085561166,,56955.0,0.0,Infinity,,561.0,154030.0,0.0036421476335778743,,149863.0,50965.0,2.9405081918963996,,848617.0,206388.0,4.111755528422195,,96932.0,0.0,Infinity,,8966.0,260996.0,0.034353016904473635,,16144.0,443929.0,0.03636617567223588,,16618.0,295130.0,0.05630738996374479,,4637.0,251249.0,0.018455794848934722,,3634.0,280837.0,0.012939890399057104,,223404.0,85659.0,2.6080622001190767,,86313.0,354031.0,0.24380068412088207,,65768.0,282010.0,0.23321158824155172,,333432.0,506623.0,0.6581461954944802,,22729.0,0.0,Infinity,,3074.0,289601.0,0.01061460423133898,,3074.0,289601.0,0.01061460423133898,,47299.0,19117.0,2.4741852801171733,,19187.0,319131.0,0.0601226455593471,,120706.0,0.0,Infinity,,2550.0,242063.0,0.01053444764379521,,
HB4_5,39167.0,855985.0,0.045756642931827074,,126784.0,334894.0,0.3785794908239622,,31618.0,435150.0,0.07266000229805814,,26535.0,406353.0,0.06530036692235569,,6547.0,329611.0,0.019862807976675535,,34246.0,383930.0,0.08919855181934207,,10640.0,353653.0,0.03008598824271249,,90602.0,21928.0,4.131794965341117,,13647.0,27637.0,0.49379455078337015,,815515.0,194174.0,4.199918629682656,,85745.0,0.0,Infinity,,967.0,218275.0,0.004430191272477379,,280523.0,90263.0,3.107840421878289,,1293758.0,316181.0,4.091827149638973,,148867.0,0.0,Infinity,,15640.0,412731.0,0.03789393091383977,,28240.0,678691.0,0.0416095100715937,,38338.0,458294.0,0.08365372446508136,,8931.0,394819.0,0.022620491921614715,,7185.0,436990.0,0.016442023844939244,,423549.0,158948.0,2.664701663437099,,155047.0,542996.0,0.28553985664719445,,135398.0,415087.0,0.3261918585742266,,592777.0,793369.0,0.747164308159255,,36131.0,0.0,Infinity,,7133.0,524771.0,0.013592595627426058,,7133.0,524771.0,0.013592595627426058,,108296.0,42976.0,2.5199180938198062,,35995.0,481031.0,0.07482885718384054,,183210.0,0.0,Infinity,,4673.0,363138.0,0.012868386123181821,,
HB14_0,11001.0,111153.0,0.09897168767374699,,2498.0,9158.0,0.2727669796898886,,114.0,2.0,57.0,,12.0,0.0,Infinity,,1.0,3.0,0.3333333333333333,,136.0,280.0,0.4857142857142857,,0.0,0.0,NaN,,2710.0,670.0,4.044776119402985,,410.0,213.0,1.9248826291079812,,4237.0,1005.0,4.21592039800995,,448.0,0.0,Infinity,,55012.0,213.0,258.2723004694836,,5739.0,1753.0,3.2738163148887622,,17562.0,4254.0,4.128349788434415,,3857.0,0.0,Infinity,,102.0,38.0,2.6842105263157894,,411.0,0.0,Infinity,,711.0,525.0,1.3542857142857143,,13.0,8.0,1.625,,290.0,1349.0,0.2149740548554485,,45.0,49.0,0.9183673469387755,,60.0,251.0,0.23904382470119523,,172.0,41.0,4.195121951219512,,32.0,4.0,8.0,,5026.0,0.0,Infinity,,0.0,0.0,NaN,,36.0,563.0,0.06394316163410302,,485.0,200.0,2.425,,149.0,143.0,1.0419580419580419,,362.0,0.0,Infinity,,34.0,4.0,8.5,,
HB14_10,40426.0,981840.0,0.04117371465819278,,110892.0,394243.0,0.28127829790256265,,42020.0,501286.0,0.08382440363385373,,29891.0,462331.0,0.06465281367678136,,7813.0,384295.0,0.020330735502673728,,56447.0,450292.0,0.12535643537970917,,13355.0,414233.0,0.03224030919796347,,158260.0,38132.0,4.150319941256687,,21949.0,34301.0,0.6398938806448792,,944770.0,226643.0,4.168538185604674,,106861.0,0.0,Infinity,,208.0,0.0,Infinity,,226780.0,83126.0,2.7281476313066912,,1431039.0,350570.0,4.082034971617651,,164926.0,0.0,Infinity,,0.0,0.0,NaN,,34627.0,739284.0,0.046838562717440115,,17757.0,421874.0,0.04209076643737229,,11225.0,438618.0,0.02559174498082614,,10792.0,485245.0,0.022240311595173572,,340101.0,128879.0,2.63891712381381,,136312.0,564693.0,0.24139134007327875,,126729.0,442648.0,0.28629746435090636,,546268.0,820546.0,0.665737204251803,,4913.0,0.0,Infinity,,501.0,0.0,Infinity,,4643.0,333124.0,0.013937752908826742,,80004.0,31971.0,2.5023927934690815,,29095.0,445052.0,0.0653743832181408,,169570.0,0.0,Infinity,,5719.0,361016.0,0.015841403151106877,,
HB14_5,59195.0,1646545.0,0.035951036868108674,,87469.0,635896.0,0.13755236705373206,,63009.0,826938.0,0.0761955551685858,,47169.0,772749.0,0.06104051897834872,,12461.0,629220.0,0.01980388417405677,,87478.0,737722.0,0.11857854313684559,,22007.0,675647.0,0.03257174234474511,,282307.0,68084.0,4.1464514423359375,,36689.0,56243.0,0.6523300677417634,,1548365.0,371970.0,4.162607199505336,,170194.0,0.0,Infinity,,2318.0,515105.0,0.004500053387173489,,357084.0,127812.0,2.793822176321472,,2352226.0,579331.0,4.06024535196632,,270082.0,0.0,Infinity,,290.0,0.0,Infinity,,57616.0,1249969.0,0.04609394312978962,,28820.0,797133.0,0.036154568936425914,,17531.0,748710.0,0.023414940364092907,,21732.0,807695.0,0.026906196026965624,,521350.0,195194.0,2.6709325081713575,,206764.0,940949.0,0.2197398583770215,,262509.0,754159.0,0.3480817705550156,,722234.0,1413248.0,0.5110454782175528,,9033.0,0.0,Infinity,,7187.0,498254.0,0.014424369899689716,,7187.0,498254.0,0.014424369899689716,,172620.0,67894.0,2.542492709223201,,54500.0,768226.0,0.07094266530942718,,291170.0,0.0,Infinity,,11055.0,616196.0,0.017940720160468424,,
HB5_0,14521.0,277491.0,0.05232962510495836,,111962.0,98913.0,1.1319240140325337,,21150.0,112920.0,0.1873007438894793,,24242.0,106786.0,0.22701477721798738,,7978.0,95084.0,0.08390475789827942,,31937.0,109804.0,0.29085461367527593,,11417.0,99606.0,0.11462160914001164,,42424.0,10242.0,4.14215973442687,,5805.0,8581.0,0.6764945810511596,,234222.0,55632.0,4.210202761000863,,24861.0,0.0,Infinity,,894.0,65137.0,0.013724918249228548,,80555.0,25804.0,3.1218028212680204,,317207.0,76690.0,4.136223757986699,,37950.0,0.0,Infinity,,8763.0,105995.0,0.08267371102410491,,28564.0,183550.0,0.15561972214655406,,4819.0,67224.0,0.07168570748542187,,9714.0,101205.0,0.0959834000296428,,9295.0,124601.0,0.0745981171900707,,228501.0,82601.0,2.7663224416169294,,68813.0,146224.0,0.47059990152095416,,6243.0,105953.0,0.058922352363783945,,38449.0,197979.0,0.1942074664484617,,23602.0,0.0,Infinity,,3280.0,39309.0,0.08344145106718563,,3280.0,39309.0,0.08344145106718563,,36429.0,15159.0,2.4031268553334653,,11485.0,106832.0,0.10750524187509361,,40282.0,0.0,Infinity,,6104.0,98212.0,0.06215126461124913,,
HB5_10,35675.0,1128638.0,0.03160889496898031,,79487.0,459837.0,0.1728590783255806,,39643.0,586764.0,0.06756208629022913,,102380.0,523597.0,0.19553205996214645,,13395.0,447000.0,0.029966442953020134,,48531.0,497846.0,0.09748195225029427,,17795.0,472970.0,0.03762395077911918,,86198.0,21145.0,4.076519271695436,,16024.0,37152.0,0.4313092161929371,,1095059.0,261282.0,4.1911000375073675,,120457.0,0.0,Infinity,,2335.0,348669.0,0.006696895909874408,,245068.0,83607.0,2.93118997213152,,1468734.0,357943.0,4.1032622512522945,,169078.0,0.0,Infinity,,18016.0,510400.0,0.035297805642633226,,48856.0,825727.0,0.05916725503707642,,50918.0,419994.0,0.12123506526283709,,14871.0,491735.0,0.03024189858358669,,10131.0,538813.0,0.01880244166343425,,416912.0,153898.0,2.7090150619241316,,157406.0,643678.0,0.24454152542109564,,91724.0,416362.0,0.22029868239656836,,689282.0,909038.0,0.7582543304020294,,7313.0,0.0,Infinity,,9340.0,569291.0,0.016406372136569872,,9340.0,569291.0,0.016406372136569872,,71204.0,28909.0,2.4630391919471446,,30427.0,462662.0,0.06576507255836875,,176017.0,0.0,Infinity,,7650.0,419632.0,0.01823025889350669,,
HB5_5,43392.0,835392.0,0.051942082279935645,,92985.0,337056.0,0.275874038735403,,34564.0,427340.0,0.08088173351429775,,27026.0,387279.0,0.06978431570005086,,11464.0,324339.0,0.0353457339388726,,42569.0,368054.0,0.11565965863704783,,17441.0,345685.0,0.05045344750278433,,113892.0,27730.0,4.107176343310494,,16787.0,29963.0,0.560257651103027,,821562.0,196962.0,4.171170073415176,,86908.0,0.0,Infinity,,849.0,232969.0,0.0036442616828848474,,223329.0,75996.0,2.9386941417969368,,1112456.0,271662.0,4.095000404914931,,130942.0,0.0,Infinity,,17248.0,391065.0,0.044105199902829455,,43224.0,626902.0,0.06894857569444666,,56618.0,229936.0,0.24623373460441167,,13234.0,346421.0,0.03820207204528594,,10778.0,413629.0,0.02605716717154745,,374533.0,140375.0,2.6680890471950134,,141806.0,492867.0,0.2877165645092895,,71293.0,297120.0,0.23994682283252558,,451491.0,689884.0,0.6544448052136301,,6059.0,0.0,Infinity,,9644.0,465085.0,0.02073599449562983,,9644.0,465085.0,0.02073599449562983,,57603.0,22886.0,2.5169535960849427,,22028.0,354928.0,0.062063291709867914,,135690.0,0.0,Infinity,,7701.0,335878.0,0.022927967893104043,,
HB15_0,38459.0,828345.0,0.04642872233187863,,166550.0,336315.0,0.4952202548206295,,39094.0,443463.0,0.08815617086431111,,38976.0,430224.0,0.0905946669641861,,7148.0,339330.0,0.021065039931629975,,30754.0,307193.0,0.10011295830308634,,8992.0,363031.0,0.024769234583272504,,39162.0,9878.0,3.9645677262603765,,8027.0,26223.0,0.30610532738435725,,805434.0,192580.0,4.1823346141863125,,84883.0,0.0,Infinity,,934.0,282328.0,0.003308208891785441,,38116.0,32220.0,1.182991930477964,,1451493.0,356058.0,4.076563368889338,,168460.0,0.0,Infinity,,15813.0,402465.0,0.03929037307591964,,36950.0,675079.0,0.05473433479637198,,7643.0,426381.0,0.017925282786990977,,8554.0,337069.0,0.02537759331175516,,11737.0,429748.0,0.027311354561277774,,33946.0,17775.0,1.909760900140647,,101427.0,508049.0,0.19964019218618675,,11153.0,466925.0,0.023886063072227876,,67820.0,768536.0,0.08824570351941874,,186507.0,0.0,Infinity,,16084.0,439366.0,0.03660729323616302,,16084.0,439366.0,0.03660729323616302,,79047.0,33903.0,2.3315635784443853,,34722.0,533364.0,0.0651000067496119,,210645.0,0.0,Infinity,,6650.0,337120.0,0.01972591362126246,,
HB15_10,34023.0,901776.0,0.03772888167349763,,75550.0,374733.0,0.20161021313842123,,27189.0,494882.0,0.054940369623465796,,14452.0,464941.0,0.03108351382218389,,4063.0,374780.0,0.010841026735684935,,25285.0,440817.0,0.05735940310831932,,7215.0,404545.0,0.017834851499833146,,89743.0,22044.0,4.071085102522228,,14840.0,30468.0,0.4870683996324012,,943642.0,226569.0,4.164921061575061,,99354.0,0.0,Infinity,,725.0,291917.0,0.002483582662195076,,214763.0,78337.0,2.7415269923535495,,1570932.0,387272.0,4.056404800760189,,182283.0,0.0,Infinity,,12605.0,464672.0,0.02712666138695682,,27374.0,747277.0,0.036631664028198375,,27962.0,486202.0,0.05751107564345684,,4827.0,324867.0,0.014858388201941103,,5529.0,488685.0,0.011314036649375364,,365021.0,137704.0,2.650765409864637,,141253.0,582068.0,0.2426743954314616,,100008.0,444318.0,0.22508203583919625,,596440.0,865034.0,0.6894989098694386,,5486.0,0.0,Infinity,,5607.0,733578.0,0.007643358988410231,,5607.0,733578.0,0.007643358988410231,,52154.0,21760.0,2.3967830882352943,,27640.0,535508.0,0.051614541706193,,204004.0,0.0,Infinity,,3377.0,390390.0,0.00865032403493942,,
