,Pyruvate,,,,Lactate,,,,Alanine,,,,Glycine,,,,Valine,,,,Leucine,,,,Isoleucine,,,,Succinate 1,,,,Succinate 2,,,,Succinate 3,,,,Succinate 4,,,,Proline,,,,Fumarate 1,,,,Fumarate 2,,,,Fumarate 3,,,,Methionine,,,,Serine,,,,a-kg,,,,Threonine,,,,Phenylalanine,,,,Malate 1,,,,Malate 2,,,,Aspartate,,,,Glutamate,,,,Lysine,,,,Histidine,,,,Histidine,,,,Citrate 1,,,,Citrate 2,,,,Citrate 3,,,,Tyrosine,,,,

,,,0.035348066047890904,,,,0.30938870333748336,,,,0.41324034396254833,,,,0.8049757874704935,,,,0.8417917288989927,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,

LB1_0,56638.0,1631950.0,0.03470572015073991,,259129.0,585852.0,0.44231136874159344,,202241.0,762311.0,0.2652998579319989,,138955.0,713518.0,0.19474631333757522,,50178.0,587695.0,0.08538102246913791,,297138.0,697149.0,0.4262187853672601,,91078.0,627513.0,0.14514121619791143,,150853.0,35875.0,4.204961672473868,,20974.0,42873.0,0.4892123247731673,,1424589.0,343354.0,4.149038601559906,,155545.0,0.0,Infinity,,5197.0,483506.0,0.010748573957717174,,1369880.0,366481.0,3.7379291150155125,,2883702.0,696681.0,4.13920000688981,,317935.0,0.0,Infinity,,89981.0,730140.0,0.12323800914893034,,231662.0,1213033.0,0.1909774919561133,,33433.0,912021.0,0.03665814712599819,,66725.0,632247.0,0.10553628566050927,,79686.0,778827.0,0.10231540508996222,,1246112.0,451088.0,2.762458766360444,,448031.0,1044256.0,0.42904326142248644,,43500.0,862356.0,0.05044320443065277,,303431.0,1435403.0,0.21139080801698198,,16278.0,53666.0,0.303320538143331,,2029.0,19430.0,0.10442614513638702,,678.0,0.0,Infinity,,221625.0,89033.0,2.4892455606348207,,79420.0,988243.0,0.0803648495359947,,375126.0,0.0,Infinity,,37615.0,575217.0,0.06539271266322101,,
LB1_10,46200.0,1520230.0,0.03039013833433099,,181888.0,576742.0,0.3153715179404309,,79601.0,722878.0,0.11011678319163123,,482293.0,651228.0,0.7405900851928972,,20642.0,554962.0,0.037195339500722575,,130117.0,637429.0,0.20412783227622214,,47487.0,588599.0,0.08067801678222355,,120030.0,30157.0,3.980170441356899,,19945.0,42337.0,0.4711009282660557,,1371773.0,329412.0,4.164307918351487,,162127.0,0.0,Infinity,,2874.0,428808.0,0.00670230033021772,,931832.0,257190.0,3.623126871184727,,2567374.0,619565.0,4.143833173274798,,282359.0,0.0,Infinity,,38648.0,641253.0,0.06026950361245873,,79679.0,1025324.0,0.07771104548415915,,92332.0,729760.0,0.12652378864284147,,21787.0,494529.0,0.04405606142410253,,30622.0,695581.0,0.044023629167559204,,1172181.0,422488.0,2.7744717009713886,,340853.0,911827.0,0.3738132343087011,,112755.0,563751.0,0.2000085143973137,,1103997.0,1216147.0,0.9077825295790722,,8794.0,122402.0,0.07184523128707047,,302.0,0.0,Infinity,,7683.0,309372.0,0.024834180210232343,,170272.0,67543.0,2.520942214589225,,56248.0,785316.0,0.07162467083314233,,295648.0,0.0,Infinity,,17812.0,576058.0,0.030920497588784464,,
LB1_5,44438.0,1823069.0,0.024375380196800012,,202950.0,641980.0,0.3161313436555656,,113226.0,811758.0,0.13948245659420666,,102707.0,746744.0,0.1375397726664024,,33947.0,617121.0,0.05500866118637998,,211884.0,724608.0,0.29241189719130894,,79804.0,657994.0,0.1212837807031675,,102212.0,25065.0,4.077877518452024,,17177.0,45266.0,0.3794680334025538,,1512931.0,363099.0,4.1667176169584605,,169127.0,0.0,Infinity,,3161.0,400830.0,0.007886136267245466,,1037153.0,289120.0,3.5872751798561153,,3178036.0,770357.0,4.125406791915956,,351680.0,0.0,Infinity,,63259.0,731804.0,0.08644254472509033,,131827.0,1203603.0,0.10952697858014644,,35985.0,999295.0,0.03601038732306276,,42246.0,677456.0,0.0623597694905647,,54421.0,782553.0,0.06954289358037091,,1075403.0,387740.0,2.7735157579821528,,291594.0,1022391.0,0.28520790969404075,,227997.0,800905.0,0.28467421229733864,,641558.0,1416119.0,0.45303961037172724,,14812.0,126424.0,0.11716129848762893,,11460.0,319737.0,0.035841957608909826,,11460.0,319737.0,0.035841957608909826,,117180.0,47039.0,2.4911243861476646,,46090.0,836759.0,0.055081570679251735,,318373.0,0.0,Infinity,,29612.0,651947.0,0.04542087010140395,,
LB11_0,27217.0,604675.0,0.045010956298838216,,78650.0,222741.0,0.3531006864474883,,59735.0,261568.0,0.22837273672620503,,59650.0,261620.0,0.22800244629615474,,15656.0,215358.0,0.07269755476926791,,86793.0,249379.0,0.34803652272244257,,28090.0,225595.0,0.1245151709922649,,32840.0,7978.0,4.11631987966909,,5695.0,16724.0,0.34052858167902417,,546170.0,130605.0,4.181846024271659,,57838.0,0.0,Infinity,,1459.0,164579.0,0.008865043535323462,,198016.0,60849.0,3.2542194612894213,,913875.0,222137.0,4.114015224838726,,103447.0,0.0,Infinity,,27425.0,258304.0,0.10617334613478692,,77473.0,446490.0,0.17351564424735155,,7989.0,303772.0,0.026299329760478253,,22210.0,246515.0,0.09009593736689452,,27355.0,290661.0,0.0941130733053282,,104613.0,41188.0,2.539890259298825,,97548.0,366344.0,0.26627432140283447,,19718.0,314303.0,0.06273564044886622,,79188.0,532885.0,0.14860241890839487,,5838.0,32035.0,0.1822381769939129,,5149.0,71235.0,0.07228188390538359,,5149.0,71235.0,0.07228188390538359,,30962.0,13266.0,2.3339363787124983,,16397.0,275816.0,0.05944905299184964,,104500.0,0.0,Infinity,,14798.0,237107.0,0.062410641609062574,,
LB11_10,27182.0,652343.0,0.04166826347488974,,75164.0,245034.0,0.306749267448599,,34366.0,273673.0,0.1255732205953821,,27611.0,259294.0,0.1064853023980501,,6968.0,228305.0,0.030520575545870655,,45716.0,259870.0,0.17591872859506677,,16601.0,240663.0,0.06898027532275422,,42482.0,10570.0,4.01911069063387,,7426.0,18416.0,0.40323631624674194,,588662.0,140618.0,4.186249271074827,,66825.0,0.0,Infinity,,997.0,176388.0,0.005652311948658639,,308871.0,87576.0,3.5268909290216497,,986947.0,237390.0,4.157491890981086,,108464.0,0.0,Infinity,,15162.0,269479.0,0.05626412447723199,,31902.0,445494.0,0.07161039205915232,,27107.0,324731.0,0.08347524566487338,,9159.0,232640.0,0.03936984181568088,,12712.0,300018.0,0.04237079108586818,,402046.0,145250.0,2.7679586919104993,,127180.0,391987.0,0.3244495353162222,,99676.0,265841.0,0.37494592632438184,,634009.0,535483.0,1.1839946366177825,,3839.0,59302.0,0.06473643384708778,,5071.0,245216.0,0.02067972726086389,,5071.0,245216.0,0.02067972726086389,,50296.0,20205.0,2.4892848304875033,,19775.0,327081.0,0.06045903002620146,,123727.0,0.0,Infinity,,7586.0,256807.0,0.029539693232661104,,
LB11_5,88883.0,1315533.0,0.06756424962353662,,172802.0,500049.0,0.34557013412685555,,102374.0,645880.0,0.15850312751594722,,94209.0,606107.0,0.15543295160755444,,22940.0,488149.0,0.04699384818979451,,150776.0,577249.0,0.26119750748810305,,55056.0,524893.0,0.10488994899912935,,111769.0,27398.0,4.079458354624425,,19381.0,38180.0,0.5076217915138816,,1223735.0,293548.0,4.168773079700764,,153142.0,0.0,Infinity,,2297.0,368035.0,0.006241254228538047,,631550.0,185880.0,3.39762212179901,,2315862.0,564566.0,4.102021729966027,,261615.0,0.0,Infinity,,52498.0,609478.0,0.08613600490911895,,109687.0,1010272.0,0.10857175097399512,,36467.0,782655.0,0.046593965412601974,,29277.0,483785.0,0.060516551774031854,,44565.0,642923.0,0.06931623227042741,,850487.0,311683.0,2.728692293131162,,284048.0,831906.0,0.3414424225813974,,236061.0,650299.0,0.3630037874885245,,1266509.0,1214717.0,1.0426370916024061,,14763.0,143267.0,0.10304536285397195,,19776.0,594105.0,0.03328704521927942,,19776.0,594105.0,0.03328704521927942,,102954.0,41860.0,2.459483994266603,,46090.0,754446.0,0.06109118478989881,,286624.0,0.0,Infinity,,25174.0,544718.0,0.046214738635404005,,
LB12_0,30663.0,991583.0,0.030923281258351545,,161294.0,391338.0,0.4121603319892267,,49981.0,502755.0,0.09941422760589154,,85230.0,501688.0,0.16988646329989954,,12485.0,395725.0,0.031549687282835304,,79281.0,465401.0,0.1703498703268794,,16133.0,422174.0,0.03821410129472682,,47085.0,11629.0,4.04892940063634,,8906.0,29831.0,0.2985484898260199,,963461.0,231641.0,4.159285273332441,,102770.0,0.0,Infinity,,1376.0,342451.0,0.004018093099450724,,159272.0,62082.0,2.565510131761219,,1759691.0,432160.0,4.071850703443169,,202101.0,0.0,Infinity,,24997.0,490526.0,0.050959582162821135,,63689.0,831865.0,0.07656170171842787,,10011.0,616845.0,0.016229360698392627,,19500.0,476237.0,0.04094599957584144,,19494.0,527806.0,0.03693402500161044,,89238.0,36900.0,2.4183739837398375,,132357.0,656476.0,0.20161742394238327,,20947.0,605908.0,0.03457125504201958,,109781.0,997601.0,0.11004499795008224,,7218.0,98865.0,0.07300864815657715,,17266.0,420576.0,0.041053222247584266,,17266.0,420576.0,0.041053222247584266,,154462.0,62464.0,2.4728163422131146,,50178.0,677281.0,0.07408741718725315,,259730.0,0.0,Infinity,,11600.0,418357.0,0.027727515017078715,,
LB12_10,58472.0,1383987.0,0.04224895176038503,,205612.0,555953.0,0.3698370185968958,,65680.0,718539.0,0.09140770368762169,,74000.0,652797.0,0.11335836408561926,,11582.0,549024.0,0.02109561694935012,,82045.0,646782.0,0.1268510873833842,,21868.0,592126.0,0.03693132880501785,,70471.0,16606.0,4.24370709382151,,13791.0,41951.0,0.32874067364305976,,1371344.0,328496.0,4.174613998343967,,147149.0,0.0,Infinity,,1959.0,414436.0,0.0047269059637676265,,574080.0,172582.0,3.3264187458715275,,2590987.0,632564.0,4.096007676693584,,292275.0,0.0,Infinity,,28549.0,669962.0,0.04261286461023162,,58373.0,1096595.0,0.05323113820508027,,49820.0,857458.0,0.05810197117526456,,20350.0,686377.0,0.029648429361706467,,19617.0,704766.0,0.02783477068984599,,948378.0,343173.0,2.763556573506657,,291019.0,916424.0,0.3175593393451066,,169612.0,669029.0,0.25351965310920754,,1559169.0,1280201.0,1.2179095313938983,,7932.0,157788.0,0.05026998250817553,,10190.0,675197.0,0.015091891699755776,,10190.0,675197.0,0.015091891699755776,,96966.0,39967.0,2.4261515750494156,,47391.0,877989.0,0.05397675825095759,,332730.0,0.0,Infinity,,10950.0,556167.0,0.01968833102287622,,
LB12_5,46853.0,1195851.0,0.039179630238215295,,163687.0,478242.0,0.34226814039753933,,69493.0,629674.0,0.1103634579163186,,135095.0,579611.0,0.2330787372910452,,14372.0,481295.0,0.029861103896778485,,91771.0,563897.0,0.16274426003330394,,27499.0,518038.0,0.05308297846876098,,67628.0,16466.0,4.107129843313494,,12937.0,36668.0,0.3528144431111596,,1188593.0,285860.0,4.157954942979081,,127091.0,0.0,Infinity,,2632.0,413860.0,0.006359638525105108,,501114.0,150091.0,3.3387345010693514,,2226983.0,542672.0,4.103736695462453,,250632.0,0.0,Infinity,,31641.0,606510.0,0.05216896671118366,,70867.0,969787.0,0.07307480921068235,,38051.0,789179.0,0.048215930733078304,,21367.0,534164.0,0.04000082371706068,,24759.0,648537.0,0.0381766961638272,,693488.0,251209.0,2.760601730033558,,235194.0,805649.0,0.2919311015094663,,171771.0,613057.0,0.2801876497617677,,1193625.0,1191006.0,1.0021989813653331,,10423.0,162805.0,0.06402137526488744,,17156.0,860121.0,0.019946030849147967,,17156.0,860121.0,0.019946030849147967,,133015.0,53222.0,2.4992484310999212,,50033.0,781503.0,0.06402150727508403,,296090.0,0.0,Infinity,,14311.0,541407.0,0.026432979255901753,,
LB2_0,54251.0,1243612.0,0.04362373473398456,,265264.0,464128.0,0.5715319911748483,,120163.0,621610.0,0.19330930969578997,,106181.0,594258.0,0.17867828451615292,,36399.0,477495.0,0.0762290704614708,,162935.0,567767.0,0.2869751147918072,,55541.0,514678.0,0.10791407443100347,,65010.0,15784.0,4.118727825646224,,11230.0,35633.0,0.31515729801027137,,1142345.0,276009.0,4.138796198674681,,123074.0,0.0,Infinity,,2352.0,421388.0,0.005581554292006417,,230255.0,85119.0,2.7050952196336895,,2193513.0,539895.0,4.062851109938044,,252004.0,0.0,Infinity,,47947.0,581620.0,0.08243698634847495,,146305.0,997233.0,0.14671094919642652,,20556.0,654629.0,0.03140099201226954,,52404.0,574699.0,0.0911851247348612,,40282.0,620356.0,0.0649336832399461,,139689.0,55875.0,2.500026845637584,,165137.0,787880.0,0.20959663908209372,,80235.0,677972.0,0.11834559539332008,,189416.0,1141197.0,0.16598010685271694,,16200.0,103086.0,0.1571503404924044,,24099.0,315968.0,0.07627038181081629,,566.0,0.0,Infinity,,252088.0,100195.0,2.5159738509905685,,71751.0,784540.0,0.0914561399036378,,298098.0,0.0,Infinity,,22565.0,443810.0,0.050843829566706474,,
LB2_10,53396.0,1708502.0,0.031253109449096345,,230567.0,643321.0,0.358401171421421,,81818.0,843468.0,0.09700190167261828,,92483.0,777964.0,0.11887825143579908,,21485.0,644765.0,0.03332221817251246,,130128.0,762000.0,0.1707716535433071,,38147.0,690877.0,0.055215327764565905,,78009.0,18680.0,4.176070663811563,,15177.0,51764.0,0.29319604358241247,,1522510.0,365699.0,4.163287293648602,,171634.0,0.0,Infinity,,2215.0,529270.0,0.004185009541443876,,574728.0,177498.0,3.2379407091910895,,2480932.0,605837.0,4.095048668206134,,280561.0,0.0,Infinity,,40377.0,765713.0,0.05273124525768793,,82771.0,1204421.0,0.06872264764563221,,57199.0,896683.0,0.06378954435402477,,27998.0,729315.0,0.03838944763236736,,26696.0,793727.0,0.033633730489198425,,640746.0,236216.0,2.7125427574762084,,229706.0,916309.0,0.2506861768246301,,232182.0,749149.0,0.30992766459008825,,986339.0,1389501.0,0.7098512343639911,,11386.0,188824.0,0.060299538194297335,,865.0,0.0,Infinity,,19989.0,985192.0,0.020289446118117078,,83576.0,34634.0,2.413120055436854,,39101.0,753129.0,0.051918064501566136,,286424.0,0.0,Infinity,,15353.0,637642.0,0.024077774048760905,,
LB2_5,20126.0,608625.0,0.033067981104949684,,72708.0,229438.0,0.31689606778301765,,26586.0,260356.0,0.10211402848407565,,18349.0,254366.0,0.07213621317314421,,7766.0,218538.0,0.035536153895432375,,46538.0,253125.0,0.18385382716049384,,14158.0,231356.0,0.06119573298293539,,37630.0,9012.0,4.175543719485131,,6356.0,17632.0,0.36048094373865697,,559507.0,134074.0,4.173120813878903,,59605.0,0.0,Infinity,,828.0,169138.0,0.004895410847946647,,244041.0,73084.0,3.3391850473427835,,951912.0,229872.0,4.141052411776989,,107707.0,0.0,Infinity,,14598.0,261713.0,0.05577865830126895,,30738.0,426425.0,0.07208301577065135,,19682.0,307216.0,0.06406567366283006,,9786.0,235364.0,0.041578151289067146,,10522.0,288350.0,0.03649037627882781,,275227.0,100588.0,2.7361812542251562,,89022.0,356063.0,0.25001755307347295,,91936.0,267851.0,0.3432356048698717,,405556.0,497306.0,0.8155059460372487,,3704.0,54287.0,0.06822996297456113,,4923.0,221278.0,0.022248031887489944,,4923.0,221278.0,0.022248031887489944,,30227.0,12612.0,2.3966856961623852,,15389.0,312558.0,0.04923566186115857,,117943.0,0.0,Infinity,,5986.0,230086.0,0.026016359100510245,,
LB3_0,49414.0,1154343.0,0.042807033957844416,,194979.0,441068.0,0.44206108808619077,,71691.0,592253.0,0.12104793052968917,,3095448.0,633489.0,4.886348460667826,,20579.0,450316.0,0.045699020243562295,,83616.0,535043.0,0.1562790280407369,,25612.0,484593.0,0.052852600016921415,,68700.0,17214.0,3.9909376089229696,,12109.0,34194.0,0.3541264549336141,,1099426.0,264596.0,4.1551119442470785,,117068.0,0.0,Infinity,,2369.0,394980.0,0.005997772039090587,,217008.0,80632.0,2.6913384264311935,,1991130.0,490088.0,4.062800966357062,,233269.0,0.0,Infinity,,29224.0,569715.0,0.05129582335027163,,81498.0,956233.0,0.08522818183434372,,11490.0,700984.0,0.016391244308001325,,30497.0,569760.0,0.05352604605447908,,21533.0,604765.0,0.035605565798285284,,195510.0,78782.0,2.4816582468076462,,151439.0,744879.0,0.20330684580985636,,29030.0,699124.0,0.04152339213072359,,128477.0,1162590.0,0.11050929390412785,,11344.0,125721.0,0.09023154445160315,,29693.0,511721.0,0.05802576013100889,,29693.0,511721.0,0.05802576013100889,,255093.0,102631.0,2.485535559431361,,73108.0,736023.0,0.09932841772607649,,281757.0,0.0,Infinity,,14910.0,499552.0,0.02984674268144257,,
LB3_10,20491.0,1416923.0,0.014461618591835972,,191676.0,533833.0,0.35905610930759246,,36296.0,705367.0,0.051456901159254685,,39214.0,652523.0,0.060095965965950626,,9201.0,537882.0,0.017105982353006793,,55142.0,634223.0,0.08694418209367999,,15216.0,581252.0,0.026177974441378267,,65257.0,15770.0,4.138046924540267,,13844.0,43386.0,0.31908910708523486,,1317074.0,317049.0,4.154165444458112,,140740.0,0.0,Infinity,,1108.0,440601.0,0.002514746902526322,,331143.0,111626.0,2.966540053392579,,2282433.0,559322.0,4.080713792770533,,258305.0,0.0,Infinity,,22246.0,675409.0,0.03293707960657912,,38008.0,1073756.0,0.03539724108642932,,36513.0,838382.0,0.04355174610141916,,11420.0,638848.0,0.017875926668002404,,10338.0,696096.0,0.014851399806923182,,421247.0,155411.0,2.7105352902947666,,168939.0,831872.0,0.20308292621941837,,113923.0,653920.0,0.17421550036701738,,733549.0,1244186.0,0.5895814612927649,,4661.0,178513.0,0.026110143238867758,,9370.0,882686.0,0.010615326401460996,,9370.0,882686.0,0.010615326401460996,,158637.0,63129.0,2.5129021527348763,,53894.0,812209.0,0.06635484216500925,,307274.0,0.0,Infinity,,6942.0,580988.0,0.011948611675284172,,
LB3_5,50501.0,1342574.0,0.03761505883474579,,172222.0,518411.0,0.3322113149605236,,47683.0,647598.0,0.07363055475773551,,87207.0,629475.0,0.1385392589062314,,12192.0,516239.0,0.02361696810973212,,75107.0,609209.0,0.12328609721786776,,17648.0,554417.0,0.03183163575431489,,72490.0,17869.0,4.056746320443226,,14752.0,38646.0,0.3817212648139523,,1272928.0,306109.0,4.158414159662081,,135816.0,0.0,Infinity,,1596.0,463538.0,0.0034430834149519565,,373035.0,128152.0,2.910879268368812,,2500977.0,613454.0,4.076877809909138,,287335.0,0.0,Infinity,,26765.0,641522.0,0.041721094522089656,,49210.0,1047690.0,0.046970000668136565,,23618.0,791365.0,0.02984463553480379,,16462.0,644185.0,0.0255547707568478,,15674.0,677057.0,0.023150192672108848,,387902.0,148150.0,2.61830577117786,,175542.0,837563.0,0.20958662214066284,,156350.0,678796.0,0.23033429778608006,,450981.0,1202976.0,0.3748877783097917,,6031.0,149159.0,0.04043336305553134,,7326.0,480062.0,0.015260528848357087,,7326.0,480062.0,0.015260528848357087,,190075.0,74623.0,2.5471369416935796,,59026.0,833283.0,0.07083547846289916,,316118.0,0.0,Infinity,,8828.0,532340.0,0.016583386557463276,,
LB4_0,29944.0,919592.0,0.03256226674438229,,142775.0,331158.0,0.4311386105725968,,37163.0,393590.0,0.09442058995401306,,101759.0,384487.0,0.2646617440901773,,10473.0,321790.0,0.03254607041859598,,48729.0,374355.0,0.13016788876868213,,13229.0,339736.0,0.0389390585631196,,30346.0,7547.0,4.020935471048099,,6431.0,25302.0,0.2541696308592206,,777028.0,185845.0,4.18105410422664,,81935.0,0.0,Infinity,,1172.0,232752.0,0.005035402488485599,,111673.0,47348.0,2.358557911633015,,1435804.0,351393.0,4.0860347246530235,,164934.0,0.0,Infinity,,19166.0,386505.0,0.04958797428235081,,40913.0,639740.0,0.0639525432206834,,7968.0,463496.0,0.0171910868702211,,15560.0,396163.0,0.03927676234277305,,10904.0,413645.0,0.026360768291651054,,94161.0,38773.0,2.428519846284786,,102772.0,524624.0,0.19589648967641587,,17276.0,454485.0,0.03801225562999879,,62657.0,741738.0,0.08447322369893412,,388169.0,0.0,Infinity,,10941.0,217625.0,0.05027455485353245,,10941.0,217625.0,0.05027455485353245,,262516.0,105067.0,2.4985580629503077,,69787.0,593588.0,0.11756807752178279,,225927.0,0.0,Infinity,,6935.0,309964.0,0.02237356596249887,,
LB4_10,41492.0,1105195.0,0.037542696085306214,,153538.0,414517.0,0.37040217892149174,,28822.0,536755.0,0.05369675177688144,,39692.0,492190.0,0.08064365387350414,,6772.0,409412.0,0.016540795091497074,,39446.0,475065.0,0.08303284813657079,,9450.0,435613.0,0.021693567455516708,,56595.0,14046.0,4.029260999572832,,13171.0,31779.0,0.4144560873532836,,992410.0,237930.0,4.171016685579793,,107925.0,0.0,Infinity,,898.0,266840.0,0.003365312546844551,,293512.0,100015.0,2.9346797980302957,,1945421.0,477317.0,4.075742116874111,,224491.0,0.0,Infinity,,17948.0,507415.0,0.0353714415222254,,31793.0,831620.0,0.03823020129386018,,28724.0,633325.0,0.045354280977381284,,10132.0,515294.0,0.019662561566794877,,7437.0,533324.0,0.01394461903083304,,406004.0,152063.0,2.669972314106653,,166703.0,674620.0,0.24710651922563814,,105049.0,529546.0,0.198375589656045,,677206.0,964082.0,0.7024360998338316,,53611.0,0.0,Infinity,,5636.0,524057.0,0.010754555325088682,,5636.0,524057.0,0.010754555325088682,,122059.0,48545.0,2.5143475126171593,,44018.0,694395.0,0.063390433398858,,264283.0,0.0,Infinity,,4709.0,424949.0,0.011081329759571148,,
LB4_5,15834.0,475095.0,0.03332807122785969,,51952.0,174260.0,0.2981292321817973,,12308.0,200960.0,0.06124601910828025,,23279.0,196771.0,0.11830503478663014,,3102.0,166618.0,0.018617436291397088,,16449.0,190825.0,0.08619939735359623,,4653.0,175711.0,0.026480982977730477,,35433.0,8540.0,4.149063231850117,,5884.0,14141.0,0.4160950427833958,,425496.0,100815.0,4.220562416307097,,44619.0,0.0,Infinity,,622.0,111523.0,0.005577324856756005,,163030.0,50246.0,3.2446363889662857,,721120.0,173662.0,4.152434038534625,,80961.0,0.0,Infinity,,7462.0,203248.0,0.03671376840116508,,12782.0,344619.0,0.03709023588368604,,12141.0,252475.0,0.0480879294979701,,4124.0,202437.0,0.02037176998276007,,3343.0,224783.0,0.0148721211123617,,189206.0,69885.0,2.7073907133147315,,67731.0,281410.0,0.24068441064638782,,88660.0,230471.0,0.3846904816658061,,257986.0,401578.0,0.6424306112386635,,35451.0,0.0,Infinity,,2306.0,191666.0,0.012031346195986769,,2306.0,191666.0,0.012031346195986769,,53684.0,21171.0,2.535732842095319,,18690.0,284037.0,0.06580128645211715,,106650.0,0.0,Infinity,,2255.0,187340.0,0.012036938187253123,,
LB13_0,13869.0,412136.0,0.0336515130927655,,48998.0,159792.0,0.30663612696505455,,16656.0,147000.0,0.1133061224489796,,13558.0,89392.0,0.15166905315911938,,4687.0,133277.0,0.03516735820884324,,0.0,0.0,NaN,,4644.0,121192.0,0.03831936101392831,,265131.0,63197.0,4.195309903951137,,29071.0,14906.0,1.9502884744398228,,346636.0,82118.0,4.221193891716798,,39927.0,0.0,Infinity,,858.0,111340.0,0.00770612538171367,,12612.0,9279.0,1.359198189460071,,493461.0,120613.0,4.0912754014907184,,56118.0,0.0,Infinity,,3135.0,12152.0,0.25798222514812374,,14313.0,189175.0,0.0756601030791595,,2434.0,148052.0,0.016440169670115905,,5844.0,137320.0,0.0425575298572677,,6030.0,160014.0,0.037684202632269674,,14409.0,6646.0,2.168071020162504,,36761.0,214250.0,0.17157992998833138,,5431.0,121623.0,0.044654382805883755,,39178.0,325542.0,0.12034699055728601,,95870.0,0.0,Infinity,,0.0,0.0,NaN,,106.0,632.0,0.16772151898734178,,62019.0,25455.0,2.4364172068355923,,19853.0,214867.0,0.09239669190708671,,81263.0,0.0,Infinity,,3619.0,122503.0,0.029542133662032767,,
LB13_10,28320.0,849231.0,0.03334781702504972,,95394.0,346280.0,0.2754822686843017,,27819.0,402541.0,0.06910848832789704,,60544.0,391403.0,0.15468455785980179,,6350.0,326064.0,0.019474704352519752,,0.0,0.0,NaN,,11453.0,346602.0,0.03304366391423016,,497506.0,117915.0,4.219191790696688,,53755.0,32983.0,1.6297789770487827,,842972.0,202436.0,4.164140765476496,,90704.0,0.0,Infinity,,1346.0,217616.0,0.006185206970075729,,239870.0,78087.0,3.0718301381792106,,1492502.0,364020.0,4.100054942036152,,168041.0,0.0,Infinity,,4578.0,0.0,Infinity,,36303.0,662223.0,0.054819902057162015,,17673.0,471692.0,0.037467245575502656,,8130.0,336943.0,0.024128710197273723,,11984.0,441101.0,0.027168380937699077,,306368.0,113162.0,2.7073399197610506,,111593.0,530072.0,0.21052423067055043,,141841.0,432249.0,0.3281465081469246,,438006.0,810705.0,0.5402779062667679,,5496.0,0.0,Infinity,,111.0,0.0,Infinity,,7226.0,522608.0,0.013826807090591801,,67409.0,27151.0,2.4827446502891237,,26029.0,463639.0,0.05614066116094634,,176194.0,0.0,Infinity,,6433.0,352805.0,0.018233868567622342,,
LB13_5,16387.0,601496.0,0.02724373894423238,,52127.0,238619.0,0.21845284742623178,,16671.0,265516.0,0.06278717666731948,,29072.0,256848.0,0.11318756618700554,,3886.0,216079.0,0.017984163199570528,,0.0,0.0,NaN,,6831.0,225838.0,0.030247345442308202,,378679.0,89136.0,4.248328397056183,,40270.0,22949.0,1.7547605560155126,,565486.0,135489.0,4.173667234978486,,60335.0,0.0,Infinity,,425.0,158081.0,0.0026884951385682024,,148227.0,47289.0,3.1344921651969804,,876389.0,212050.0,4.13293562838953,,97229.0,0.0,Infinity,,3914.0,0.0,Infinity,,19566.0,427930.0,0.045722431238754004,,17125.0,261064.0,0.06559694174608525,,5162.0,226716.0,0.022768573898622066,,6352.0,295424.0,0.021501299826689774,,233941.0,85247.0,2.74427252571938,,88154.0,361338.0,0.24396548384061462,,82573.0,250019.0,0.3302668997156216,,313104.0,519879.0,0.6022632189413306,,7850.0,0.0,Infinity,,3438.0,248786.0,0.01381910557668036,,3438.0,248786.0,0.01381910557668036,,54397.0,21451.0,2.5358724534986714,,18479.0,289973.0,0.06372662282350426,,109750.0,0.0,Infinity,,3782.0,235033.0,0.016091357383856735,,
LB14_0,23327.0,972789.0,0.02397950634721404,,90442.0,373299.0,0.24227763803278338,,55934.0,488908.0,0.11440598231160054,,85670.0,481457.0,0.17793904751618525,,11624.0,375142.0,0.030985600119421447,,0.0,0.0,NaN,,14444.0,399867.0,0.03612201056851403,,365257.0,86532.0,4.221062728239264,,39957.0,32586.0,1.226201436199595,,897845.0,214208.0,4.191463437406632,,94672.0,0.0,Infinity,,1032.0,324310.0,0.003182140544540717,,28169.0,28034.0,1.004815581080117,,1557650.0,382926.0,4.067757216799068,,179656.0,0.0,Infinity,,2779.0,0.0,Infinity,,63272.0,761742.0,0.08306224417191123,,7821.0,516436.0,0.015144180498648428,,18657.0,420278.0,0.04439204526527679,,25053.0,477258.0,0.052493619803125356,,16719.0,9665.0,1.7298499741334712,,91073.0,567953.0,0.16035305738326938,,18025.0,525452.0,0.034303799395568005,,118589.0,886386.0,0.1337893423406958,,173136.0,0.0,Infinity,,18385.0,373107.0,0.0492754089309501,,18385.0,373107.0,0.0492754089309501,,122907.0,50416.0,2.43785702951444,,42385.0,558295.0,0.07591864516071253,,214210.0,0.0,Infinity,,13683.0,370073.0,0.03697378625298252,,
